source	target	relation	source_database
drugbank:DB01177	HGNC:11989	-1	drugbank
drugbank:DB00321	HGNC:5286	-1	drugbank
drugbank:DB01069	HGNC:3023	-1	drugbank
drugbank:DB05541	HGNC:10592	-1	drugbank
drugbank:DB09097	HGNC:3020	1	drugbank
drugbank:DB12010	HGNC:9378	-1	drugbank
drugbank:DB00248	HGNC:281	-1	drugbank
drugbank:DB01267	HGNC:277	-1	drugbank
drugbank:DB00686	HGNC:3682	-1	drugbank
drugbank:DB08912	HGNC:6613	-1	drugbank
drugbank:DB00606	HGNC:1375	-1	drugbank
drugbank:DB00333	HGNC:4588	-1	drugbank
drugbank:DB00334	HGNC:4076	-1	drugbank
drugbank:DB06148	HGNC:3023	-1	drugbank
drugbank:DB00270	HGNC:1397	-1	drugbank
drugbank:DB01392	HGNC:6255	-1	drugbank
drugbank:DB01242	HGNC:11048	-1	drugbank
drugbank:DB06151	HGNC:4588	1	drugbank
drugbank:DB00370	HGNC:5295	-1	drugbank
drugbank:DB00242	HGNC:9177	-1	drugbank
drugbank:DB00243	HGNC:285	-1	drugbank
drugbank:DB00584	HGNC:2707	-1	drugbank
drugbank:DB01135	HGNC:1956	-1	drugbank
drugbank:DB00246	HGNC:3020	-1	drugbank
drugbank:DB01088	HGNC:8781	1	drugbank
drugbank:DB04574	HGNC:3468	1	drugbank
drugbank:DB11273	HGNC:280	-1	drugbank
drugbank:DB00603	HGNC:4087	-1	drugbank
drugbank:DB09099	HGNC:11330	1	drugbank
drugbank:DB00312	HGNC:4076	1	drugbank
drugbank:DB01403	HGNC:3025	-1	drugbank
drugbank:DB13949	HGNC:11763	1	drugbank
drugbank:DB00944	HGNC:108	-1	drugbank
drugbank:DB04948	HGNC:277	1	drugbank
drugbank:DB09332	HGNC:9451	1	drugbank
drugbank:DB00768	HGNC:10489	-1	drugbank
drugbank:DB01608	HGNC:281	-1	drugbank
drugbank:DB00477	HGNC:3024	-1	drugbank
drugbank:DB01173	HGNC:16767	-1	drugbank
drugbank:DB06707	HGNC:282	1	drugbank
drugbank:DB00496	HGNC:1953	-1	drugbank
drugbank:DB06603	HGNC:14068	-1	drugbank
drugbank:DB00175	HGNC:5006	-1	drugbank
drugbank:DB00159	HGNC:3571	1	drugbank
drugbank:DB01428	HGNC:8910	-1	drugbank
drugbank:DB00565	HGNC:1956	-1	drugbank
drugbank:DB09061	HGNC:4329	1	drugbank
drugbank:DB00843	HGNC:983	1	drugbank
drugbank:DB01199	HGNC:108	-1	drugbank
drugbank:DB00392	HGNC:1951	-1	drugbank
drugbank:DB01200	HGNC:5289	1	drugbank
drugbank:DB12010	HGNC:12530	-1	drugbank
drugbank:DB00716	HGNC:3826	-1	drugbank
drugbank:DB04946	HGNC:277	-1	drugbank
drugbank:DB00458	HGNC:5293	-1	drugbank
drugbank:DB01171	HGNC:6833	-1	drugbank
drugbank:DB02266	HGNC:9236	1	drugbank
drugbank:DB00252	HGNC:1393	-1	drugbank
drugbank:DB01238	HGNC:5295	-1	drugbank
drugbank:DB11130	HGNC:8156	1	drugbank
drugbank:DB01273	HGNC:1957	1	drugbank
drugbank:DB01049	HGNC:288	-1	drugbank
drugbank:DB06212	HGNC:897	-1	drugbank
drugbank:DB00938	HGNC:288	1	drugbank
drugbank:DB00454	HGNC:11049	-1	drugbank
drugbank:DB09327	HGNC:3012	-1	drugbank
drugbank:DB00924	HGNC:11050	-1	drugbank
drugbank:DB08815	HGNC:5302	-1	drugbank
drugbank:DB12010	HGNC:8986	-1	drugbank
drugbank:DB00555	HGNC:4084	-1	drugbank
drugbank:DB00216	HGNC:5291	1	drugbank
drugbank:DB08896	HGNC:3689	-1	drugbank
drugbank:DB05679	HGNC:5970	-1	drugbank
drugbank:DB00333	HGNC:8153	1	drugbank
drugbank:DB08916	HGNC:3236	-1	drugbank
drugbank:DB06148	HGNC:278	-1	drugbank
drugbank:DB00302	HGNC:9071	-1	drugbank
drugbank:DB11300	HGNC:3531	1	drugbank
drugbank:DB01259	HGNC:3430	-1	drugbank
drugbank:DB06210	HGNC:7217	1	drugbank
drugbank:DB00370	HGNC:277	-1	drugbank
drugbank:DB00307	HGNC:10478	1	drugbank
drugbank:DB01213	HGNC:251	-1	drugbank
drugbank:DB01151	HGNC:286	-1	drugbank
drugbank:DB00246	HGNC:3024	-1	drugbank
drugbank:DB11273	HGNC:283	-1	drugbank
drugbank:DB01403	HGNC:5182	-1	drugbank
drugbank:DB00960	HGNC:286	1	drugbank
drugbank:DB04948	HGNC:5295	1	drugbank
drugbank:DB00785	HGNC:1950	-1	drugbank
drugbank:DB01625	HGNC:1952	-1	drugbank
drugbank:DB01189	HGNC:4326	1	drugbank
drugbank:DB04876	HGNC:3009	-1	drugbank
drugbank:DB11605	HGNC:9232	1	drugbank
drugbank:DB00592	HGNC:4083	1	drugbank
drugbank:DB04861	HGNC:286	-1	drugbank
drugbank:DB00514	HGNC:7662	-1	drugbank
drugbank:DB00368	HGNC:282	1	drugbank
drugbank:DB00337	HGNC:3942	1	drugbank
drugbank:DB00726	HGNC:11048	-1	drugbank
drugbank:DB09061	HGNC:262	1	drugbank
drugbank:DB00371	HGNC:4087	1	drugbank
drugbank:DB00437	HGNC:12805	-1	drugbank
drugbank:DB00907	HGNC:11050	-1	drugbank
drugbank:DB06589	HGNC:8804	-1	drugbank
drugbank:DB05239	HGNC:6840	-1	drugbank
drugbank:DB12010	HGNC:11773	-1	drugbank
drugbank:DB00862	HGNC:8790	1	drugbank
drugbank:DB11274	HGNC:3020	1	drugbank
drugbank:DB01623	HGNC:5293	-1	drugbank
drugbank:DB01268	HGNC:2433	-1	drugbank
drugbank:DB06202	HGNC:3467	-1	drugbank
drugbank:DB00865	HGNC:11049	-1	drugbank
drugbank:DB01288	HGNC:286	1	drugbank
drugbank:DB00835	HGNC:1950	-1	drugbank
drugbank:DB00675	HGNC:9402	-1	drugbank
drugbank:DB00579	HGNC:11049	-1	drugbank
drugbank:DB00450	HGNC:3023	-1	drugbank
drugbank:DB00952	HGNC:5286	1	drugbank
drugbank:DB10770	HGNC:3763	1	drugbank
drugbank:DB09078	HGNC:3688	-1	drugbank
drugbank:DB00696	HGNC:3020	1	drugbank
drugbank:DB09079	HGNC:3763	-1	drugbank
drugbank:DB11235	HGNC:1954	-1	drugbank
drugbank:DB00715	HGNC:11048	-1	drugbank
drugbank:DB01708	HGNC:4083	-1	drugbank
drugbank:DB12010	HGNC:3236	-1	drugbank
drugbank:DB01353	HGNC:4075	1	drugbank
drugbank:DB00620	HGNC:7978	1	drugbank
drugbank:DB01624	HGNC:277	-1	drugbank
drugbank:DB00153	HGNC:1391	1	drugbank
drugbank:DB00945	HGNC:9379	1	drugbank
drugbank:DB00852	HGNC:784	-1	drugbank
drugbank:DB09089	HGNC:1404	-1	drugbank
drugbank:DB00773	HGNC:11990	-1	drugbank
drugbank:DB11855	HGNC:1954	-1	drugbank
drugbank:DB01227	HGNC:8156	1	drugbank
drugbank:DB00794	HGNC:4084	1	drugbank
drugbank:DB11193	HGNC:11850	1	drugbank
drugbank:DB00797	HGNC:5182	1	drugbank
drugbank:DB12010	HGNC:6613	-1	drugbank
drugbank:DB00393	HGNC:1397	-1	drugbank
drugbank:DB00895	HGNC:3611	1	drugbank
drugbank:DB00266	HGNC:2874	-1	drugbank
drugbank:DB00850	HGNC:3023	-1	drugbank
drugbank:DB01238	HGNC:3023	-1	drugbank
drugbank:DB00205	HGNC:2861	-1	drugbank
drugbank:DB01224	HGNC:283	-1	drugbank
drugbank:DB08901	HGNC:3688	-1	drugbank
drugbank:DB01049	HGNC:3023	-1	drugbank
drugbank:DB06153	HGNC:280	-1	drugbank
drugbank:DB00874	HGNC:4588	-1	drugbank
drugbank:DB00454	HGNC:4584	-1	drugbank
drugbank:DB00844	HGNC:8153	-1	drugbank
drugbank:DB00893	HGNC:4823	1	drugbank
drugbank:DB09082	HGNC:286	1	drugbank
drugbank:DB12010	HGNC:16061	-1	drugbank
drugbank:DB00555	HGNC:3026	-1	drugbank
drugbank:DB00184	HGNC:1964	1	drugbank
drugbank:DB00589	HGNC:5295	1	drugbank
drugbank:DB00315	HGNC:5287	1	drugbank
drugbank:DB00316	HGNC:9605	-1	drugbank
drugbank:DB01254	HGNC:8804	-1	drugbank
drugbank:DB00334	HGNC:286	-1	drugbank
drugbank:DB06148	HGNC:283	-1	drugbank
drugbank:DB00222	HGNC:6255	-1	drugbank
drugbank:DB01392	HGNC:283	-1	drugbank
drugbank:DB01226	HGNC:1956	-1	drugbank
drugbank:DB06151	HGNC:4624	1	drugbank
drugbank:DB00210	HGNC:9864	1	drugbank
drugbank:DB00243	HGNC:1397	-1	drugbank
drugbank:DB11598	HGNC:775	1	drugbank
drugbank:DB01021	HGNC:1375	-1	drugbank
drugbank:DB11273	HGNC:5299	-1	drugbank
drugbank:DB12010	HGNC:10812	-1	drugbank
drugbank:DB08931	HGNC:4684	1	drugbank
drugbank:DB13751	HGNC:7794	-1	drugbank
drugbank:DB04842	HGNC:3023	-1	drugbank
drugbank:DB00719	HGNC:5182	-1	drugbank
drugbank:DB00477	HGNC:278	-1	drugbank
drugbank:DB11278	HGNC:278	1	drugbank
drugbank:DB00398	HGNC:3688	-1	drugbank
drugbank:DB09568	HGNC:4800	1	drugbank
drugbank:DB00020	HGNC:2436	1	drugbank
drugbank:DB00514	HGNC:1958	-1	drugbank
drugbank:DB00223	HGNC:7978	1	drugbank
drugbank:DB00208	HGNC:18124	-1	drugbank
drugbank:DB00661	HGNC:1394	-1	drugbank
drugbank:DB09061	HGNC:12716	1	drugbank
drugbank:DB00371	HGNC:4076	1	drugbank
drugbank:DB00421	HGNC:1397	-1	drugbank
drugbank:DB00843	HGNC:4587	-1	drugbank
drugbank:DB01200	HGNC:5287	1	drugbank
drugbank:DB12010	HGNC:6190	-1	drugbank
drugbank:DB11124	HGNC:283	1	drugbank
drugbank:DB00458	HGNC:1953	-1	drugbank
drugbank:DB06262	HGNC:280	1	drugbank
drugbank:DB01235	HGNC:3023	1	drugbank
drugbank:DB00543	HGNC:5182	-1	drugbank
drugbank:DB01221	HGNC:16767	-1	drugbank
drugbank:DB00721	HGNC:5297	-1	drugbank
drugbank:DB00562	HGNC:1373	-1	drugbank
drugbank:DB00433	HGNC:280	-1	drugbank
drugbank:DB00404	HGNC:4087	1	drugbank
drugbank:DB01036	HGNC:1953	-1	drugbank
drugbank:DB01303	HGNC:8780	-1	drugbank
drugbank:DB06216	HGNC:282	-1	drugbank
drugbank:DB00472	HGNC:11050	-1	drugbank
drugbank:DB12010	HGNC:14585	-1	drugbank
drugbank:DB12141	HGNC:5286	-1	drugbank
drugbank:DB00540	HGNC:5295	-1	drugbank
drugbank:DB06751	HGNC:1390	-1	drugbank
drugbank:DB00201	HGNC:8780	-1	drugbank
drugbank:DB01437	HGNC:4076	1	drugbank
drugbank:DB06616	HGNC:6840	-1	drugbank
drugbank:DB00897	HGNC:4075	1	drugbank
drugbank:DB13345	HGNC:5301	-1	drugbank
drugbank:DB01382	HGNC:59	1	drugbank
drugbank:DB13867	HGNC:9035	-1	drugbank
drugbank:DB11590	HGNC:11059	-1	drugbank
drugbank:DB00691	HGNC:2707	-1	drugbank
drugbank:DB00627	HGNC:16824	1	drugbank
drugbank:DB01016	HGNC:60	1	drugbank
drugbank:DB00500	HGNC:9604	-1	drugbank
drugbank:DB09078	HGNC:6342	-1	drugbank
drugbank:DB00712	HGNC:9604	-1	drugbank
drugbank:DB09079	HGNC:3689	-1	drugbank
drugbank:DB11633	HGNC:1390	-1	drugbank
drugbank:DB12010	HGNC:3387	-1	drugbank
drugbank:DB01353	HGNC:1958	-1	drugbank
drugbank:DB00669	HGNC:5287	1	drugbank
drugbank:DB00217	HGNC:283	1	drugbank
drugbank:DB00153	HGNC:1404	1	drugbank
drugbank:DB00737	HGNC:5182	-1	drugbank
drugbank:DB13953	HGNC:3468	1	drugbank
drugbank:DB00852	HGNC:11049	-1	drugbank
drugbank:DB09073	HGNC:1773	-1	drugbank
drugbank:DB00917	HGNC:9593	1	drugbank
drugbank:DB00692	HGNC:280	-1	drugbank
drugbank:DB04896	HGNC:4588	-1	drugbank
drugbank:DB11823	HGNC:16767	-1	drugbank
drugbank:DB09076	HGNC:1950	-1	drugbank
drugbank:DB00193	HGNC:1950	-1	drugbank
drugbank:DB01115	HGNC:1442	-1	drugbank
drugbank:DB00809	HGNC:1951	-1	drugbank
drugbank:DB11348	HGNC:8008	1	drugbank
drugbank:DB00794	HGNC:4580	-1	drugbank
drugbank:DB00358	HGNC:4823	-1	drugbank
drugbank:DB00764	HGNC:7978	1	drugbank
drugbank:DB12010	HGNC:6112	-1	drugbank
drugbank:DB00799	HGNC:9865	1	drugbank
drugbank:DB00395	HGNC:4075	1	drugbank
drugbank:DB01043	HGNC:16767	-1	drugbank
drugbank:DB09118	HGNC:4081	1	drugbank
drugbank:DB01142	HGNC:1951	-1	drugbank
drugbank:DB01029	HGNC:336	-1	drugbank
drugbank:DB01160	HGNC:9602	-1	drugbank
drugbank:DB00022	HGNC:5433	1	drugbank
drugbank:DB00934	HGNC:5182	-1	drugbank
drugbank:DB13269	HGNC:10586	-1	drugbank
drugbank:DB00887	HGNC:13818	-1	drugbank
drugbank:DB00953	HGNC:5289	1	drugbank
drugbank:DB00292	HGNC:4081	1	drugbank
drugbank:DB08875	HGNC:6307	-1	drugbank
drugbank:DB00714	HGNC:3026	1	drugbank
drugbank:DB12010	HGNC:24667	-1	drugbank
drugbank:DB01023	HGNC:7979	-1	drugbank
drugbank:DB00363	HGNC:277	-1	drugbank
drugbank:DB01124	HGNC:59	-1	drugbank
drugbank:DB00882	HGNC:3467	-1	drugbank
drugbank:DB01238	HGNC:281	-1	drugbank
drugbank:DB01159	HGNC:4081	1	drugbank
drugbank:DB11113	HGNC:9595	1	drugbank
drugbank:DB01240	HGNC:9602	1	drugbank
drugbank:DB08901	HGNC:6307	-1	drugbank
drugbank:DB01049	HGNC:282	-1	drugbank
drugbank:DB00273	HGNC:1403	-1	drugbank
drugbank:DB01084	HGNC:5182	-1	drugbank
drugbank:DB00922	HGNC:6269	1	drugbank
drugbank:DB13746	HGNC:1390	1	drugbank
drugbank:DB00924	HGNC:5293	-1	drugbank
drugbank:DB00909	HGNC:10597	-1	drugbank
drugbank:DB12010	HGNC:8972	-1	drugbank
drugbank:DB00216	HGNC:5289	1	drugbank
drugbank:DB00605	HGNC:9604	-1	drugbank
drugbank:DB08896	HGNC:6342	-1	drugbank
drugbank:DB00476	HGNC:11049	-1	drugbank
drugbank:DB01320	HGNC:10593	-1	drugbank
drugbank:DB00268	HGNC:281	-1	drugbank
drugbank:DB00334	HGNC:277	-1	drugbank
drugbank:DB01325	HGNC:1368	-1	drugbank
drugbank:DB01162	HGNC:11766	1	drugbank
drugbank:DB01367	HGNC:6834	-1	drugbank
drugbank:DB06712	HGNC:1402	-1	drugbank
drugbank:DB00243	HGNC:10586	-1	drugbank
drugbank:DB01117	HGNC:2867	-1	drugbank
drugbank:DB00552	HGNC:186	-1	drugbank
drugbank:DB00182	HGNC:280	1	drugbank
drugbank:DB11273	HGNC:5292	-1	drugbank
drugbank:DB12010	HGNC:9967	-1	drugbank
drugbank:DB00264	HGNC:286	-1	drugbank
drugbank:DB01336	HGNC:1956	-1	drugbank
drugbank:DB00800	HGNC:3026	1	drugbank
drugbank:DB01558	HGNC:4083	1	drugbank
drugbank:DB00413	HGNC:3025	1	drugbank
drugbank:DB01109	HGNC:775	1	drugbank
drugbank:DB09236	HGNC:1390	-1	drugbank
drugbank:DB01407	HGNC:288	1	drugbank
drugbank:DB09205	HGNC:280	-1	drugbank
drugbank:DB00399	HGNC:3631	-1	drugbank
drugbank:DB01577	HGNC:11048	-1	drugbank
drugbank:DB00383	HGNC:1952	-1	drugbank
drugbank:DB11757	HGNC:263	-1	drugbank
drugbank:DB01613	HGNC:7943	1	drugbank
drugbank:DB01365	HGNC:282	1	drugbank
drugbank:DB00451	HGNC:11799	1	drugbank
drugbank:DB00306	HGNC:4580	-1	drugbank
drugbank:DB00405	HGNC:5182	-1	drugbank
drugbank:DB01278	HGNC:9843	1	drugbank
drugbank:DB13961	HGNC:1404	-1	drugbank
drugbank:DB01151	HGNC:1954	-1	drugbank
drugbank:DB00246	HGNC:281	-1	drugbank
drugbank:DB04855	HGNC:280	-1	drugbank
drugbank:DB09167	HGNC:283	-1	drugbank
drugbank:DB00312	HGNC:4585	-1	drugbank
drugbank:DB01436	HGNC:12679	1	drugbank
drugbank:DB14185	HGNC:5293	-1	drugbank
drugbank:DB11571	HGNC:3534	1	drugbank
drugbank:DB00477	HGNC:1442	-1	drugbank
drugbank:DB04844	HGNC:10935	-1	drugbank
drugbank:DB11323	HGNC:9604	-1	drugbank
drugbank:DB00494	HGNC:2228	-1	drugbank
drugbank:DB00514	HGNC:2577	-1	drugbank
drugbank:DB00368	HGNC:278	1	drugbank
drugbank:DB00320	HGNC:5287	1	drugbank
drugbank:DB00694	HGNC:11990	-1	drugbank
drugbank:DB09061	HGNC:18083	1	drugbank
drugbank:DB00371	HGNC:4084	1	drugbank
drugbank:DB00421	HGNC:1394	-1	drugbank
drugbank:DB06589	HGNC:6307	-1	drugbank
drugbank:DB01216	HGNC:11285	-1	drugbank
drugbank:DB12010	HGNC:11584	-1	drugbank
drugbank:DB00846	HGNC:7978	1	drugbank
drugbank:DB11181	HGNC:1953	-1	drugbank
drugbank:DB01268	HGNC:6307	-1	drugbank
drugbank:DB00865	HGNC:10935	1	drugbank
drugbank:DB00285	HGNC:11048	-1	drugbank
drugbank:DB01175	HGNC:282	-1	drugbank
drugbank:DB01209	HGNC:8156	1	drugbank
drugbank:DB01049	HGNC:5302	-1	drugbank
drugbank:DB00321	HGNC:8031	1	drugbank
drugbank:DB00195	HGNC:286	-1	drugbank
drugbank:DB01069	HGNC:1952	-1	drugbank
drugbank:DB13746	HGNC:1393	-1	drugbank
drugbank:DB00988	HGNC:3026	1	drugbank
drugbank:DB09130	HGNC:343	1	drugbank
drugbank:DB00909	HGNC:6833	-1	drugbank
drugbank:DB12010	HGNC:9386	-1	drugbank
drugbank:DB00555	HGNC:5182	-1	drugbank
drugbank:DB00248	HGNC:3026	1	drugbank
drugbank:DB01267	HGNC:5289	-1	drugbank
drugbank:DB00751	HGNC:5183	-1	drugbank
drugbank:DB09016	HGNC:11050	-1	drugbank
drugbank:DB00622	HGNC:1402	-1	drugbank
drugbank:DB00429	HGNC:9593	1	drugbank
drugbank:DB09236	HGNC:1397	-1	drugbank
drugbank:DB01440	HGNC:4081	1	drugbank
drugbank:DB09205	HGNC:283	-1	drugbank
drugbank:DB11986	HGNC:8031	-1	drugbank
drugbank:DB01365	HGNC:286	1	drugbank
drugbank:DB06694	HGNC:281	1	drugbank
drugbank:DB00467	HGNC:11989	-1	drugbank
drugbank:DB00421	HGNC:8910	1	drugbank
drugbank:DB01348	HGNC:2707	-1	drugbank
drugbank:DB00795	HGNC:9604	-1	drugbank
drugbank:DB13961	HGNC:10590	-1	drugbank
drugbank:DB05039	HGNC:286	1	drugbank
drugbank:DB00246	HGNC:1950	-1	drugbank
drugbank:DB01136	HGNC:278	-1	drugbank
drugbank:DB04855	HGNC:283	-1	drugbank
drugbank:DB11994	HGNC:7965	-1	drugbank
drugbank:DB00651	HGNC:263	-1	drugbank
drugbank:DB09167	HGNC:280	-1	drugbank
drugbank:DB00312	HGNC:4588	-1	drugbank
drugbank:DB01589	HGNC:4075	1	drugbank
drugbank:DB11571	HGNC:3694	1	drugbank
drugbank:DB00543	HGNC:5293	-1	drugbank
drugbank:DB11901	HGNC:4084	-1	drugbank
drugbank:DB00656	HGNC:5182	-1	drugbank
drugbank:DB00657	HGNC:1956	-1	drugbank
drugbank:DB00401	HGNC:1397	-1	drugbank
drugbank:DB00402	HGNC:4084	1	drugbank
drugbank:DB00024	HGNC:12373	1	drugbank
drugbank:DB09061	HGNC:2640	-1	drugbank
drugbank:DB00404	HGNC:4081	1	drugbank
drugbank:DB00028	HGNC:3619	-1	drugbank
drugbank:DB06216	HGNC:3023	-1	drugbank
drugbank:DB00424	HGNC:1950	-1	drugbank
drugbank:DB12010	HGNC:1077	-1	drugbank
drugbank:DB01057	HGNC:983	-1	drugbank
drugbank:DB11963	HGNC:3236	-1	drugbank
drugbank:DB00540	HGNC:280	-1	drugbank
drugbank:DB06702	HGNC:1953	-1	drugbank
drugbank:DB00201	HGNC:263	-1	drugbank
drugbank:DB01380	HGNC:7978	1	drugbank
drugbank:DB06616	HGNC:1014	-1	drugbank
drugbank:DB13345	HGNC:5297	-1	drugbank
drugbank:DB00591	HGNC:533	1	drugbank
drugbank:DB01559	HGNC:4076	1	drugbank
drugbank:DB00915	HGNC:1957	-1	drugbank
drugbank:DB00564	HGNC:10585	-1	drugbank
drugbank:DB01033	HGNC:6052	-1	drugbank
drugbank:DB11760	HGNC:270	-1	drugbank
drugbank:DB00630	HGNC:3631	-1	drugbank
drugbank:DB09195	HGNC:283	-1	drugbank
drugbank:DB00777	HGNC:5182	-1	drugbank
drugbank:DB09128	HGNC:283	-1	drugbank
drugbank:DB00131	HGNC:9378	1	drugbank
drugbank:DB00245	HGNC:11048	-1	drugbank
drugbank:DB12010	HGNC:3430	-1	drugbank
drugbank:DB00247	HGNC:5302	-1	drugbank
drugbank:DB01452	HGNC:8156	1	drugbank
drugbank:DB06594	HGNC:7463	1	drugbank
drugbank:DB00734	HGNC:3024	-1	drugbank
drugbank:DB00281	HGNC:10593	-1	drugbank
drugbank:DB01142	HGNC:5183	-1	drugbank
drugbank:DB00996	HGNC:1400	-1	drugbank
drugbank:DB09089	HGNC:1952	-1	drugbank
drugbank:DB01128	HGNC:644	-1	drugbank
drugbank:DB00839	HGNC:59	-1	drugbank
drugbank:DB09241	HGNC:4684	-1	drugbank
drugbank:DB00241	HGNC:4075	1	drugbank
drugbank:DB00905	HGNC:9595	1	drugbank
drugbank:DB11859	HGNC:4084	1	drugbank
drugbank:DB00292	HGNC:282	1	drugbank
drugbank:DB00682	HGNC:23663	-1	drugbank
drugbank:DB00829	HGNC:4087	1	drugbank
drugbank:DB12010	HGNC:6863	-1	drugbank
drugbank:DB01744	HGNC:17961	1	drugbank
drugbank:DB01023	HGNC:1391	-1	drugbank
drugbank:DB08895	HGNC:6192	-1	drugbank
drugbank:DB00475	HGNC:4083	1	drugbank
drugbank:DB00363	HGNC:5291	-1	drugbank
drugbank:DB01092	HGNC:799	-1	drugbank
drugbank:DB00252	HGNC:1404	-1	drugbank
drugbank:DB01238	HGNC:282	-1	drugbank
drugbank:DB00237	HGNC:4087	1	drugbank
drugbank:DB11641	HGNC:20778	-1	drugbank
drugbank:DB09090	HGNC:1397	-1	drugbank
drugbank:DB01097	HGNC:9612	-1	drugbank
drugbank:DB01049	HGNC:5292	-1	drugbank
drugbank:DB00289	HGNC:4588	-1	drugbank
drugbank:DB01148	HGNC:1951	-1	drugbank
drugbank:DB00470	HGNC:2160	1	drugbank
drugbank:DB09481	HGNC:4585	-1	drugbank
drugbank:DB00940	HGNC:1950	-1	drugbank
drugbank:DB00909	HGNC:1375	-1	drugbank
drugbank:DB12010	HGNC:9406	-1	drugbank
drugbank:DB00232	HGNC:1375	-1	drugbank
drugbank:DB01234	HGNC:7960	1	drugbank
drugbank:DB08896	HGNC:9829	-1	drugbank
drugbank:DB01381	HGNC:9031	-1	drugbank
drugbank:DB00978	HGNC:11989	-1	drugbank
drugbank:DB00333	HGNC:1962	-1	drugbank
drugbank:DB01340	HGNC:2707	-1	drugbank
drugbank:DB00350	HGNC:6255	1	drugbank
drugbank:DB00335	HGNC:286	-1	drugbank
drugbank:DB01410	HGNC:7978	1	drugbank
drugbank:DB01296	HGNC:7176	-1	drugbank
drugbank:DB00387	HGNC:1953	-1	drugbank
drugbank:DB00306	HGNC:4076	1	drugbank
drugbank:DB00340	HGNC:1954	-1	drugbank
drugbank:DB00697	HGNC:281	1	drugbank
drugbank:DB13961	HGNC:9605	-1	drugbank
drugbank:DB01151	HGNC:5182	-1	drugbank
drugbank:DB00246	HGNC:5291	-1	drugbank
drugbank:DB11584	HGNC:3026	1	drugbank
drugbank:DB00619	HGNC:2433	-1	drugbank
drugbank:DB09167	HGNC:5182	-1	drugbank
drugbank:DB00312	HGNC:4084	1	drugbank
drugbank:DB01403	HGNC:1954	-1	drugbank
drugbank:DB01024	HGNC:6052	-1	drugbank
drugbank:DB11338	HGNC:12663	-1	drugbank
drugbank:DB00511	HGNC:799	-1	drugbank
drugbank:DB04930	HGNC:10585	-1	drugbank
drugbank:DB00624	HGNC:644	1	drugbank
drugbank:DB04931	HGNC:6929	1	drugbank
drugbank:DB11093	HGNC:1449	1	drugbank
drugbank:DB00513	HGNC:9051	-1	drugbank
drugbank:DB00368	HGNC:8582	-1	drugbank
drugbank:DB00402	HGNC:4075	1	drugbank
drugbank:DB00726	HGNC:278	-1	drugbank
drugbank:DB09061	HGNC:5006	1	drugbank
drugbank:DB00388	HGNC:278	1	drugbank
drugbank:DB00535	HGNC:7218	-1	drugbank
drugbank:DB06589	HGNC:29605	-1	drugbank
drugbank:DB14864	HGNC:12680	-1	drugbank
drugbank:DB01281	HGNC:1700	-1	drugbank
drugbank:DB12010	HGNC:12761	-1	drugbank
drugbank:DB00490	HGNC:3025	-1	drugbank
drugbank:DB06595	HGNC:9393	-1	drugbank
drugbank:DB00119	HGNC:23	-1	drugbank
drugbank:DB01337	HGNC:1952	-1	drugbank
drugbank:DB06335	HGNC:3009	-1	drugbank
drugbank:DB01221	HGNC:5287	-1	drugbank
drugbank:DB12278	HGNC:1390	-1	drugbank
drugbank:DB00770	HGNC:9594	1	drugbank
drugbank:DB00690	HGNC:4075	1	drugbank
drugbank:DB00642	HGNC:12441	-1	drugbank
drugbank:DB00497	HGNC:8154	1	drugbank
drugbank:DB09059	HGNC:896	-1	drugbank
drugbank:DB00418	HGNC:4587	-1	drugbank
drugbank:DB09258	HGNC:4838	-1	drugbank
drugbank:DB00420	HGNC:1950	-1	drugbank
drugbank:DB08906	HGNC:7978	1	drugbank
drugbank:DB01373	HGNC:11943	1	drugbank
drugbank:DB06655	HGNC:4324	1	drugbank
drugbank:DB11157	HGNC:6882	1	drugbank
drugbank:DB12010	HGNC:2444	-1	drugbank
drugbank:DB01185	HGNC:9446	-1	drugbank
drugbank:DB06016	HGNC:5294	-1	drugbank
drugbank:DB12141	HGNC:905	-1	drugbank
drugbank:DB00572	HGNC:1954	-1	drugbank
drugbank:DB00201	HGNC:8786	-1	drugbank
drugbank:DB00153	HGNC:1407	1	drugbank
drugbank:DB00913	HGNC:8156	1	drugbank
drugbank:DB01559	HGNC:4081	1	drugbank
drugbank:DB00995	HGNC:5960	-1	drugbank
drugbank:DB12130	HGNC:427	-1	drugbank
drugbank:DB00805	HGNC:5293	-1	drugbank
drugbank:DB00777	HGNC:277	-1	drugbank
drugbank:DB09228	HGNC:6371	-1	drugbank
drugbank:DB12010	HGNC:3689	-1	drugbank
drugbank:DB00734	HGNC:282	-1	drugbank
drugbank:DB00313	HGNC:408	-1	drugbank
drugbank:DB00993	HGNC:5157	-1	drugbank
drugbank:DB08897	HGNC:1952	-1	drugbank
drugbank:DB01110	HGNC:6286	-1	drugbank
drugbank:DB00852	HGNC:6001	-1	drugbank
drugbank:DB09089	HGNC:6289	-1	drugbank
drugbank:DB01064	HGNC:286	1	drugbank
drugbank:DB00806	HGNC:8780	-1	drugbank
drugbank:DB00758	HGNC:18124	-1	drugbank
drugbank:DB09209	HGNC:8154	-1	drugbank
drugbank:DB01327	HGNC:5977	-1	drugbank
drugbank:DB00841	HGNC:286	1	drugbank
drugbank:DB05015	HGNC:4853	-1	drugbank
drugbank:DB00244	HGNC:9605	-1	drugbank
